时间,维度,来源,X,Y,Z,事件,目标,x,y,z,附加信息
2023-06-06 05:59:57,,,,,,执行后台命令,save hold,,,,
2023-06-06 07:56:17,,RichLi4307,,,,开始进服,,,,,xuid=2535431188612282
2023-06-06 07:56:39,主世界,RichLi4307,-35,79,-20,进入服务器,,,,,xuid=2535431188612282
2023-06-06 07:58:21,主世界,RichLi4307,218,98,87,使用物品点击方块,minecraft:obsidian,214,94,83,使用物品： 类型：
2023-06-06 07:58:45,,RichLi4307,,,,离开服务器,,,,,
2023-06-06 08:00:59,,RichLi4307,,,,开始进服,,,,,xuid=2535431188612282
2023-06-06 08:01:15,主世界,RichLi4307,218,93,83,进入服务器,,,,,xuid=2535431188612282
2023-06-06 08:01:29,主世界,RichLi4307,218,93,83,玩家执行命令,time set day ,,,,
2023-06-06 08:01:49,主世界,RichLi4307,212,67,68,使用物品点击方块,minecraft:lever,214,63,68,使用物品： 类型：
2023-06-06 08:01:49,主世界,RichLi4307,212,67,68,方块接受玩家互动,minecraft:lever,214,63,68,
2023-06-06 08:02:21,主世界,RichLi4307,212,66,69,使用物品点击方块,minecraft:lever,214,63,68,使用物品： 类型：
2023-06-06 08:02:21,主世界,RichLi4307,212,66,69,方块接受玩家互动,minecraft:lever,214,63,68,
2023-06-06 08:02:27,主世界,RichLi4307,216,66,79,使用物品点击方块,minecraft:lever,217,65,76,使用物品： 类型：
2023-06-06 08:02:27,主世界,RichLi4307,212,66,69,方块接受玩家互动,minecraft:lever,217,65,76,
2023-06-06 08:02:43,主世界,RichLi4307,216,66,78,使用物品,三叉戟 +8 250,,,,类型：minecraft:trident
2023-06-06 08:02:45,主世界,三叉戟,,,,弹射物击中,僵尸猪灵,216,65,75,
2023-06-06 08:02:45,主世界,僵尸猪灵,216,65,75,生物死亡,,,,,由于RichLi4307的攻击
2023-06-06 08:02:45,主世界,RichLi4307,216,66,78,使用物品,三叉戟 +8 250,,,,类型：minecraft:trident
2023-06-06 08:02:47,主世界,三叉戟,,,,弹射物击中,僵尸猪灵,216,65,75,
2023-06-06 08:02:47,主世界,僵尸猪灵,216,65,75,生物死亡,,,,,由于RichLi4307的攻击
2023-06-06 08:02:47,主世界,RichLi4307,216,66,78,使用物品,三叉戟 +8 250,,,,类型：minecraft:trident
2023-06-06 08:02:48,主世界,三叉戟,,,,弹射物击中,僵尸猪灵,216,65,75,
2023-06-06 08:02:48,主世界,僵尸猪灵,216,65,75,生物死亡,,,,,由于RichLi4307的攻击
2023-06-06 08:02:56,主世界,RichLi4307,218,80,85,使用物品,三叉戟 +8 250,,,,类型：minecraft:trident
2023-06-06 08:02:58,主世界,RichLi4307,217,94,74,使用物品,三叉戟 +8 250,,,,类型：minecraft:trident
2023-06-06 08:02:59,主世界,三叉戟,,,,弹射物击中,僵尸猪灵,218,65,75,
2023-06-06 08:02:59,主世界,僵尸猪灵,218,65,75,生物死亡,,,,,由于RichLi4307的攻击
2023-06-06 08:02:59,主世界,三叉戟,,,,弹射物击中,僵尸猪灵,218,65,73,
2023-06-06 08:02:59,主世界,僵尸猪灵,218,65,73,生物死亡,,,,,由于RichLi4307的攻击
