时间,维度,来源,X,Y,Z,事件,目标,x,y,z,附加信息
2023-06-09 05:59:55,,,,,,执行后台命令,save hold,,,,
2023-06-09 08:54:50,,zhanlang2022z,,,,开始进服,,,,,xuid=2535430136812366
2023-06-09 08:55:29,主世界,zhanlang2022z,-51,68,170,进入服务器,,,,,xuid=2535430136812366
2023-06-09 08:55:38,主世界,zhanlang2022z,-52,68,168,使用物品点击方块,minecraft:bed,-52,66,168,使用物品： 类型：
2023-06-09 08:55:38,主世界,zhanlang2022z,-52,68,168,方块接受玩家互动,minecraft:bed,-52,66,168,
2023-06-09 08:55:51,主世界,zhanlang2022z,-46,69,174,使用物品点击方块,minecraft:stained_glass,-44,71,172,使用物品： 类型：
2023-06-09 08:55:52,主世界,zhanlang2022z,-46,69,174,使用物品点击方块,minecraft:stained_glass,-44,71,172,使用物品： 类型：
2023-06-09 08:56:21,主世界,zhanlang2022z,-54,70,170,使用物品点击方块,minecraft:skull,-56,68,168,使用物品： 类型：
2023-06-09 08:56:38,主世界,zhanlang2022z,-54,68,169,使用物品点击方块,minecraft:skull,-56,68,168,使用物品： 类型：
2023-06-09 08:56:38,主世界,zhanlang2022z,-54,68,169,使用物品点击方块,minecraft:planks,-57,69,167,使用物品： 类型：
2023-06-09 08:56:38,主世界,zhanlang2022z,-54,68,169,使用物品点击方块,minecraft:skull,-56,68,168,使用物品： 类型：
2023-06-09 08:56:38,主世界,zhanlang2022z,-54,68,169,使用物品点击方块,minecraft:skull,-56,68,168,使用物品： 类型：
2023-06-09 08:56:38,主世界,zhanlang2022z,-54,68,169,使用物品点击方块,minecraft:skull,-56,68,168,使用物品： 类型：
2023-06-09 08:56:38,主世界,zhanlang2022z,-54,68,169,破坏方块,minecraft:skull,-56,68,168,
2023-06-09 08:57:17,主世界,zhanlang2022z,-53,70,167,使用物品点击方块,minecraft:chest,-54,68,163,使用物品： 类型：
2023-06-09 08:57:17,主世界,zhanlang2022z,-53,70,167,打开容器,minecraft:chest,-54,68,163,
2023-06-09 08:57:17,主世界,zhanlang2022z,-53,70,167,方块接受玩家互动,minecraft:chest,-54,68,163,
2023-06-09 08:57:19,主世界,zhanlang2022z,-53,70,167,关闭容器,minecraft:chest,-54,68,163,
2023-06-09 08:57:29,主世界,zhanlang2022z,-56,68,173,使用物品点击方块,minecraft:acacia_door,-57,67,172,使用物品： 类型：
2023-06-09 08:57:29,主世界,zhanlang2022z,-56,68,173,方块接受玩家互动,minecraft:acacia_door,-57,67,172,
2023-06-09 08:59:38,主世界,zhanlang2022z,-81,67,-18,破坏方块,minecraft:snow_layer,-85,63,-17,
2023-06-09 08:59:40,主世界,zhanlang2022z,-81,67,-18,破坏方块,minecraft:snow_layer,-84,63,-17,
2023-06-09 08:59:41,主世界,zhanlang2022z,-81,67,-18,破坏方块,minecraft:snow_layer,-81,63,-17,
2023-06-09 08:59:44,主世界,zhanlang2022z,-81,67,-18,破坏方块,minecraft:snow_layer,-81,63,-18,
2023-06-09 08:59:46,主世界,zhanlang2022z,-77,67,-18,破坏方块,minecraft:snow_layer,-77,63,-17,
2023-06-09 08:59:55,主世界,zhanlang2022z,-61,67,-33,破坏方块,minecraft:dirt,-60,62,-33,
2023-06-09 09:00:48,主世界,zhanlang2022z,-60,67,-32,使用物品点击方块,minecraft:dirt,-60,61,-33,使用物品：草方块 类型：minecraft:grass
2023-06-09 09:00:48,主世界,zhanlang2022z,-60,67,-32,放置方块,minecraft:dirt,-60,61,-33,
2023-06-09 09:00:49,主世界,zhanlang2022z,-63,67,-34,使用物品点击方块,minecraft:grass,-60,62,-33,使用物品： 类型：
2023-06-09 09:00:50,主世界,zhanlang2022z,-61,67,-33,使用物品点击方块,minecraft:grass,-60,62,-33,使用物品：下界合金锄 +6 2031 类型：minecraft:netherite_hoe
2023-06-09 09:00:52,主世界,zhanlang2022z,-61,67,-33,使用物品点击方块,minecraft:farmland,-60,62,-33,使用物品：种子 类型：minecraft:wheat_seeds
2023-06-09 09:00:52,主世界,zhanlang2022z,-61,67,-33,放置方块,minecraft:farmland,-60,62,-33,
2023-06-09 09:00:53,主世界,zhanlang2022z,-61,67,-33,使用物品点击方块,minecraft:wheat,-60,63,-33,使用物品：骨粉 类型：minecraft:bone_meal
2023-06-09 09:00:53,主世界,zhanlang2022z,-61,67,-33,使用物品点击方块,minecraft:wheat,-60,63,-31,使用物品：骨粉 类型：minecraft:bone_meal
2023-06-09 09:00:53,主世界,zhanlang2022z,-61,67,-33,使用物品点击方块,minecraft:wheat,-60,63,-32,使用物品：骨粉 类型：minecraft:bone_meal
2023-06-09 09:00:54,主世界,zhanlang2022z,-61,67,-33,使用物品点击方块,minecraft:wheat,-61,63,-32,使用物品：骨粉 类型：minecraft:bone_meal
2023-06-09 09:00:54,主世界,zhanlang2022z,-61,67,-33,使用物品点击方块,minecraft:wheat,-61,63,-32,使用物品：骨粉 类型：minecraft:bone_meal
2023-06-09 09:00:57,主世界,zhanlang2022z,-59,67,-33,使用物品点击方块,minecraft:wheat,-59,63,-33,使用物品：骨粉 类型：minecraft:bone_meal
2023-06-09 09:00:57,主世界,zhanlang2022z,-60,67,-38,使用物品点击方块,minecraft:wheat,-59,63,-36,使用物品：骨粉 类型：minecraft:bone_meal
